Country,1990,1990_lower, 1990_upper, 1990_Footnote, 1991,1991_lower, 1991_upper, 1991_Footnote, 1992,1992_lower, 1992_upper, 1992_Footnote, 1993,1993_lower, 1993_upper, 1993_Footnote, 1994,1994_lower, 1994_upper, 1994_Footnote, 1995,1995_lower, 1995_upper, 1995_Footnote, 1996,1996_lower, 1996_upper, 1996_Footnote, 1997,1997_lower, 1997_upper, 1997_Footnote, 1998,1998_lower, 1998_upper, 1998_Footnote, 1999,1999_lower, 1999_upper, 1999_Footnote, 2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote, 2021,2021_lower, 2021_upper, 2021_Footnote, 2022,2022_lower, 2022_upper, 2022_Footnote
Tajikistan,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <500,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , 1000,,<1000 ,<1000 , 1200,,<1000 ,<1000 , 1300,,1100 ,<1000 , 1500,,1200 ,<1000 , 1700,,1500 ,1000 , 2000,,1800 ,1200 , 2400,,2100 ,1500 , 3000,
Thailand,1300 ,1000 , 1500,,3700 ,3100 , 4500,,8500 ,7100 , 10 000,,17 000 ,14 000 , 20 000,,29 000 ,24 000 , 34 000,,45 000 ,39 000 , 54 000,,66 000 ,57 000 , 78 000,,92 000 ,79 000 , 110 000,,120 000 ,110 000 , 140 000,,150 000 ,130 000 , 180 000,,190 000 ,160 000 , 220 000,,220 000 ,190 000 , 260 000,,250 000 ,220 000 , 300 000,,290 000 ,250 000 , 330 000,,310 000 ,270 000 , 360 000,,340 000 ,290 000 , 390 000,,350 000 ,300 000 , 400 000,,360 000 ,310 000 , 420 000,,370 000 ,320 000 , 430 000,,370 000 ,320 000 , 430 000,,370 000 ,320 000 , 430 000,,360 000 ,310 000 , 430 000,,350 000 ,300 000 , 420 000,,340 000 ,290 000 , 410 000,,330 000 ,270 000 , 390 000,,310 000 ,260 000 , 370 000,,300 000 ,240 000 , 360 000,,280 000 ,230 000 , 340 000,,260 000 ,210 000 , 320 000,,250 000 ,190 000 , 300 000,,230 000 ,170 000 , 290 000,,210 000 ,160 000 , 270 000,,190 000 ,140 000 , 250 000,
Timor-Leste,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,
Togo,2100 ,<1000 , 3600,,2900 ,1400 , 4800,,4000 ,2100 , 6400,,5500 ,3100 , 8400,,7200 ,4300 , 11 000,,9700 ,6000 , 14 000,,13 000 ,8100 , 18 000,,17 000 ,11 000 , 24 000,,22 000 ,15 000 , 30 000,,27 000 ,19 000 , 37 000,,34 000 ,24 000 , 45 000,,40 000 ,29 000 , 53 000,,47 000 ,35 000 , 62 000,,55 000 ,41 000 , 71 000,,62 000 ,48 000 , 79 000,,69 000 ,54 000 , 87 000,,74 000 ,59 000 , 93 000,,80 000 ,64 000 , 100 000,,86 000 ,69 000 , 110 000,,91 000 ,73 000 , 110 000,,94 000 ,77 000 , 120 000,,96 000 ,78 000 , 120 000,,98 000 ,79 000 , 120 000,,99 000 ,80 000 , 120 000,,100 000 ,81 000 , 120 000,,100 000 ,82 000 , 120 000,,100 000 ,81 000 , 120 000,,100 000 ,80 000 , 120 000,,97 000 ,77 000 , 120 000,,94 000 ,73 000 , 120 000,,89 000 ,69 000 , 110 000,,84 000 ,64 000 , 110 000,,80 000 ,60 000 , 100 000,
Trinidad and Tobago,<100 ,<100 , 1800,,<100 ,<100 , 2100,,<200 ,<100 , 2500,,<200 ,<100 , 2900,,<500 ,<100 , 3100,,<500 ,<100 , 3300,,<500 ,<200 , 3600,,<500 ,<200 , 3900,,<1000 ,<500 , 4000,,<1000 ,<500 , 4000,,<1000 ,<500 , 4100,,1100 ,<1000 , 4000,,1400 ,<1000 , 3900,,1600 ,<1000 , 3700,,1800 ,1100 , 3700,,2000 ,1300 , 3700,,2200 ,1500 , 3700,,2400 ,1700 , 3700,,2600 ,1900 , 3700,,2800 ,2100 , 3800,,2900 ,2300 , 3800,,3000 ,2400 , 3700,,3100 ,2500 , 3700,,3200 ,2600 , 3700,,3200 ,2600 , 3700,,3200 ,2600 , 3700,,3300 ,2600 , 3800,,3300 ,2600 , 3900,,3300 ,2600 , 3900,,3300 ,2500 , 3900,,3200 ,2400 , 3900,,3200 ,2300 , 3900,,3200 ,2300 , 3900,
Tunisia,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1200,,<1000 ,<1000 , 1400,,1100 ,<1000 , 1600,,1300 ,<1000 , 1800,,1400 ,<1000 , 2000,,1600 ,1100 , 2300,,1800 ,1200 , 2500,,1900 ,1400 , 2800,,2100 ,1500 , 3000,,2300 ,1600 , 3200,,2500 ,1800 , 3500,,2600 ,1900 , 3700,
Turkey,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Turkmenistan,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
Uganda,180 000 ,140 000 , 250 000,,230 000 ,180 000 , 320 000,,290 000 ,240 000 , 390 000,,350 000 ,290 000 , 460 000,,420 000 ,350 000 , 530 000,,480 000 ,410 000 , 590 000,,540 000 ,460 000 , 650 000,,590 000 ,520 000 , 700 000,,650 000 ,570 000 , 750 000,,690 000 ,620 000 , 800 000,,740 000 ,670 000 , 830 000,,780 000 ,710 000 , 870 000,,810 000 ,750 000 , 890 000,,840 000 ,780 000 , 930 000,,870 000 ,810 000 , 950 000,,890 000 ,820 000 , 960 000,,900 000 ,840 000 , 970 000,,910 000 ,850 000 , 980 000,,930 000 ,870 000 , 1 000 000,,940 000 ,880 000 , 1 000 000,,950 000 ,890 000 , 1 000 000,,960 000 ,890 000 , 1 000 000,,970 000 ,890 000 , 1 000 000,,970 000 ,880 000 , 1 000 000,,960 000 ,870 000 , 1 100 000,,930 000 ,840 000 , 1 000 000,,910 000 ,800 000 , 1 000 000,,880 000 ,760 000 , 1 000 000,,840 000 ,710 000 , 990 000,,790 000 ,640 000 , 950 000,,750 000 ,590 000 , 910 000,,700 000 ,530 000 , 870 000,,660 000 ,480 000 , 840 000,
Ukraine,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
United Arab Emirates,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,
United Kingdom,... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication.",... ,... , ...,"Estimates were not available at the time of publication."
United Republic of Tanzania,120 000 ,88 000 , 150 000,,160 000 ,120 000 , 210 000,,210 000 ,160 000 , 270 000,,270 000 ,210 000 , 340 000,,340 000 ,270 000 , 430 000,,410 000 ,340 000 , 520 000,,490 000 ,410 000 , 610 000,,560 000 ,480 000 , 690 000,,640 000 ,550 000 , 770 000,,720 000 ,620 000 , 850 000,,790 000 ,690 000 , 930 000,,860 000 ,760 000 , 1 000 000,,930 000 ,830 000 , 1 100 000,,990 000 ,890 000 , 1 100 000,,1 000 000 ,950 000 , 1 200 000,,1 100 000 ,1 000 000 , 1 200 000,,1 100 000 ,1 000 000 , 1 300 000,,1 200 000 ,1 100 000 , 1 300 000,,1 200 000 ,1 100 000 , 1 300 000,,1 200 000 ,1 100 000 , 1 300 000,,1 200 000 ,1 100 000 , 1 300 000,,1 200 000 ,1 100 000 , 1 300 000,,1 200 000 ,1 100 000 , 1 300 000,,1 200 000 ,1 100 000 , 1 300 000,,1 200 000 ,1 100 000 , 1 300 000,,1 200 000 ,1 100 000 , 1 300 000,,1 200 000 ,1 100 000 , 1 300 000,,1 100 000 ,1 000 000 , 1 300 000,,1 100 000 ,970 000 , 1 300 000,,1 100 000 ,910 000 , 1 300 000,,1 000 000 ,850 000 , 1 200 000,,960 000 ,770 000 , 1 200 000,,890 000 ,710 000 , 1 200 000,
